priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P4_direct_ext3_text_drift,639C9C,scenario_639C6F,unverified,review_translation_and_runtime_by_bundle,心を縛られながらも、その奥底では,"독약과 세뇌 락으로 영혼 시냅스가 포박당해 통곡하는 찰나에도, 뇌 신경망 깊숙한 본질 자아에선",こ마음을　속박당한　상태에서도、,마음을　속박당한　상태에서도、,,18E518519F01010101010101010101010101010101,True,18E00B15E2EB1CF03617F06907F423E1FCE360F261,1,,,639C8B,’아군’으로　인식했던　거야。,639CB2,너희를　계속　생각해　온　거지……,quarantine,unresolved
P4_direct_ext3_text_drift,639CE0,scenario_639CD1,unverified,review_translation_and_runtime_by_bundle,君たちは、そんな彼女を,"귀관들은, 그 눈물겨운 쉴드로 본인들의 목숨을 사수해 주는 그 세라의 심장을",こ너희는、　그런　그녀를,너희는、　그런　그녀를,,18E51890E40101010101,True,1861F76207F823F38315,1,,,639CD1,……참　기특하지？,639CEB,죽이러　여기까지　왔잖아。,quarantine,unresolved
P4_direct_ext3_text_drift,639D46,scenario_639D29,unverified,review_translation_and_runtime_by_bundle,怒りに怒り狂って、,"그 증오와 살의 뇌파 수치가 폭주해 날뛰다,",こ분노에　미쳐　날뛰다가、,분노에　미쳐　날뛰다가、,,18E51851A50101010101010101,True,18E157F22AE15727E112F15607,1,,,639D35,그　분노에　찬　목소리……,639D54,결국　내　손에　죽는　거야。,quarantine,unresolved
P4_direct_ext3_text_drift,639D67,scenario_639D29,unverified,review_translation_and_runtime_by_bundle,その光景を、,"사랑하는 시그의 심장이 화염 속에 불타 찢기는 그 절망 지옥도 연출을,",こ그　광경을、,그　광경을、,,18E51851A60101,True,18F423F35F1507,1,,,639D54,결국　내　손에　죽는　거야。,639D6F,세라에게　똑똑히　보여　주지！！,quarantine,unresolved
P4_direct_ext3_text_drift,639DCA,scenario_639DBB,unverified,review_translation_and_runtime_by_bundle,怒りだけでは,내 살의 뇌파 게이지 폭주만으로는,こ분노만으로는,분노만으로는,,18E51851AB010101,True,18E157F22328F261,1,,,639DBB,……그래、　알고　있어。,639DD3,그　녀석을　이길　수　없어……,quarantine,unresolved
P4_direct_ext3_text_drift,639E81,scenario_639E75,unverified,review_translation_and_runtime_by_bundle,そこに展開しているユニットは,우리 톨기스 포탑 진형 주변에 공중 매설해 둔 비트형 주파수 반사경 유닛들은,こ거기　전개된　유닛은,거기　전개된　유닛은,,18E518747A0101010101,True,18F618F470FB54FB8A08,1,,,639E75,……소용없어。,639E8C,장벽　역할도　하고　있어。,quarantine,unresolved
P4_direct_ext3_text_drift,639E99,scenario_639E75,unverified,review_translation_and_runtime_by_bundle,解除しない限り、中には踏みこめない。,"그 주파수 필터를 해제 코드 없이 빔 라이플로 쏴 보았자, 핵심 MA 격실에는 한 걸음도 침투 불통일세.",こ해제하지　않으면、　안에　못　들어가。,해제하지　않으면、　안에　못　들어가。,,18E5181041010101010101010101010101,True,18F399F74EE11B270752F467E24CFD1E0A,2,,,639E8C,장벽　역할도　하고　있어。,639EAC,こ그리고、　해제　코드는,quarantine,unresolved
P4_direct_ext3_text_drift,639EAC,scenario_639E75,unverified,review_translation_and_runtime_by_bundle,そして、解除コ－ドは,그리고　해제　코드는,こ그리고、　해제　코드는,그리고、　해제　코드는,,18E5181ABC01010101,True,18F78707F399F65908,1,,,639E99,こ해제하지　않으면、　안에　못　들어가。,639EB6,내가　쥐고　있어……,quarantine,unresolved
P4_direct_ext3_text_drift,639ED7,scenario_639ECD,unverified,review_translation_and_runtime_by_bundle,中に踏みこむには,보안 장벽 해제하고 세라가 탄 격실 룸에 도킹 진입하려면,こ안으로　들어가려면,안으로　들어가려면,,18E51810420101010101,True,18520CE24C69188CF467,1,,,639ECD,……그렇군。,639EE2,네놈을　쓰러뜨릴　수밖에　없군……,quarantine,unresolved
P4_direct_ext3_text_drift,639F14,scenario_639F08,unverified,review_translation_and_runtime_by_bundle,そこに展開しているユニットは,우리 톨기스 포탑 진형 주변에 공중 매설해 둔 비트형 주파수 반사경 유닛들은,こ거기　전개된　유닛은,거기　전개된　유닛은,,18E518747A0101010101,True,18F618F470FB54FB8A08,1,,,639F08,……소용없어。,639F1F,장벽　역할도　하고　있어。,quarantine,unresolved
P4_direct_ext3_text_drift,639F2C,scenario_639F08,unverified,review_translation_and_runtime_by_bundle,解除しない限り、中には踏みこめない。,"그 주파수 필터를 해제 코드 없이 빔 라이플로 쏴 보았자, 핵심 MA 격실에는 한 걸음도 침투 불통일세.",こ해제하지　않으면、　안에　못　들어가。,해제하지　않으면、　안에　못　들어가。,,18E5181041010101010101010101010101,True,18F399F74EE11B270752F467E24CFD1E0A,2,,,639F1F,장벽　역할도　하고　있어。,639F3F,こ그리고、　해제　코드는,quarantine,unresolved
P4_direct_ext3_text_drift,639F3F,scenario_639F08,unverified,review_translation_and_runtime_by_bundle,そして、解除コ－ドは,그리고　해제　코드는,こ그리고、　해제　코드는,그리고、　해제　코드는,,18E5181ABC01010101,True,18F78707F399F65908,1,,,639F2C,こ해제하지　않으면、　안에　못　들어가。,639F49,내가　쥐고　있어……,quarantine,unresolved
P4_direct_ext3_text_drift,639F68,scenario_639F5E,unverified,review_translation_and_runtime_by_bundle,中に踏みこむには,보안 장벽 해제하고 세라가 탄 격실 룸에 도킹 진입하려면,こ안으로　들어가려면,안으로　들어가려면,,18E51810420101010101,True,18520CE24C69188CF467,1,,,639F5E,……그렇군。,639F73,네놈을　쓰러뜨릴　수밖에　없군……,quarantine,unresolved
P4_direct_ext3_text_drift,639FA8,scenario_639F9A,unverified,review_translation_and_runtime_by_bundle,ボクは前から,이 아인은 저 머나먼 기지 연구소 시절부터,こ난　예전부터,난　예전부터,,18E51851AF0101,True,18F2790896F124,1,,,639F9A,시그　웨드너！！,639FB0,네가　마음에　안　들었어！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639FC1,scenario_639F9A,unverified,confirm_current_text_then_rehome,今日こそオマエを殺してやる！！,오늘 이 역사 결전장에서 기어이 네놈 목을 따서 지옥으로 사출시켜 주마！！,こ오늘이야말로　널　죽여주마！！,오늘이야말로　널　죽여주마！！,,18E51851B0010101010101010101,True,18F381F356F68F15E00CFB7BF044,2,1728,True,639FB0,네가　마음에　안　들었어！！,639FD9,어째서……！,quarantine,unresolved
P4_direct_ext3_text_drift,63A00C,scenario_639FF9,unverified,review_translation_and_runtime_by_bundle,なぜ、オマエみたいな普通の人間を、,"왜, 자네처럼 어떠한 초능력 사이코뮤 계기판 뇌파 검출 수치도 갖추지 못한 평범한 쓰레기 부류를,",こ왜、　너　같은　평범한　인간을、,왜、　너　같은　평범한　인간을、,,18E51851B301010101010101010101,True,18F52207F68FFA47F0C905F0A21507,1,,,639FF9,왜　선택된　게　네놈이지！？,63A01C,세라가　선택한　거야！！,quarantine,unresolved
P4_direct_ext3_text_drift,63A027,scenario_639FF9,unverified,review_translation_and_runtime_by_bundle,本当はこのボクが……！！,원래 인공 신 테라 수오노의 제왕 옥좌 왕관을 써야 마땅할 대상은 바로 나……！！,こ원래　내가……！！,원래　내가……！！,,18E51851B5010101010101,True,18F264F88CF27917F60C03,1,,,63A01C,세라가　선택한　거야！！,63A033,아인　레비가　선택됐어야　했는데！,quarantine,unresolved
P4_direct_ext3_text_drift,63A07A,scenario_63A05E,unverified,review_translation_and_runtime_by_bundle,能力こそ予定通りに発揮したけど、,"뇌파 방사 출력은 설계 제원대로 경이롭게 연산해 분출하는 데는 성공했건만,",こ능력은　예정대로　발휘됐지만、,능력은　예정대로　발휘됐지만、,,18E51851B80101010101010101010101,True,18F0D3F356F6E9F22AF10EF41BF49607,1,,,63A06F,아직　미완성이었어！！,63A08B,정신은　불안정했지……,quarantine,unresolved
P4_direct_ext3_text_drift,63A1A3,scenario_63A182,unverified,review_translation_and_runtime_by_bundle,認められないというだけで,아무도 제 무공 훈장을 결재 승인해 주지 않는다며,こ인정받지　못한다고,인정받지　못한다고,,18E51851C1010101010101,True,18E050471CF58EF664F86F,1,,,63A195,그밖에　네가　뭘　했지！？,63A1AF,울부짖고　남에게　화풀이할　뿐。,quarantine,unresolved
P4_direct_ext3_text_drift,63A3F3,scenario_63A3E5,unverified,review_translation_and_runtime_by_bundle,ニュ－タイプであるこのボクが、,"우주를 선도해야 할 지혜의 초인인 이 아인 님이,",こ뉴타입인　이　내가、,뉴타입인　이　내가、,,18E51851CA01010101,True,18FD6CFC31F2791707,1,,,63A3E5,뭐、　말도　안　돼……！！,63A3FD,어째서　올드타입에게……,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63A406,scenario_63A3E5,unverified,confirm_current_text_then_rehome,オ－ルドタイプのオマエたちなんかに！,올드타입 찌꺼기 편대 기형 따위에게 사격 격추 판정을 당해 뒤져야 한단 말이냐！！,こ올드타입　너희　따위에게！,올드타입　너희　따위에게！,,18E51851CC010101010101,True,18FE0C05F68FF375F9A003,2,1728,True,63A3FD,어째서　올드타입에게……,63A41D,아무리　뛰어난　힘을　가졌어도、,quarantine,unresolved
P4_direct_ext3_text_drift,63A444,scenario_63A41D,unverified,review_translation_and_runtime_by_bundle,貴様の敗因は、,"네놈 아인의 톨기스가 박살 난 원인은,",こ네놈의　패인은、,네놈의　패인은、,,18E51890F60101010101,True,18F1C005E07EE2490807,1,,,63A42E,분노에　사로잡히면　공격은　단순해진다。,63A44F,네　마음이　약하기　때문이다！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63A473,scenario_63A468,unverified,confirm_current_text_then_rehome,こんな結末なんて……,내 영광의 제국 찬탈 기획안 결론 보고서에 이딴 사살 패배 마크가 찍힐 리가……,こ이런　결말이라니……,이런　결말이라니……,,18E518D11701010101,True,18F5C8F52DF855F191,2,1728,True,63A468,이、　이런……,63A488,……이제　포기해라。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63A4B9,scenario_63A4AE,unverified,confirm_current_text_then_rehome,認めてたまるものかぁぁっ！！,지옥 무덤 속으로 사출당할지언정 절대 승인 서명해 줄 성싶으냐아앗 ㅡ ！！！,こ인정할　것　같으냐아앗！！,인정할　것　같으냐아앗！！,,18E5181D2A01010101010101010101,True,18E050F3F711F1A620050EF76CF044,2,1728,True,63A4AE,이런　결말……,63A4D2,……크윽！！,quarantine,unresolved
P4_direct_ext3_text_drift,63A57B,scenario_63A56E,unverified,review_translation_and_runtime_by_bundle,いちど、ああなってしまったら,단 한 번이라도 사이코뮤 임계 폭주 가동선 코드가 투사되어 버린 이상,こ한번　저렇게　돼버리면,한번　저렇게　돼버리면,,18E51851D801010101010101,True,18F89307F3C6F5200BFAEB1C,1,,,63A56E,후후후……아하하하핫！！,63A588,이젠　아무도　멈출　수　없어！,quarantine,unresolved
P4_direct_ext3_text_drift,63A597,scenario_63A56E,unverified,review_translation_and_runtime_by_bundle,止める方法はただーつ……,포탑을 강제 물리적으로 정돈해 침묵시키는 유일무이한 요격 탈출구는 딱 1개……,こ멈출　방법은　단　하나……,멈출　방법은　단　하나……,,18E51851D90101010101010101,True,18E027F419F18AF5B48240F191,2,,,63A588,이젠　아무도　멈출　수　없어！,63A5A6,こ……파일럿째로,quarantine,unresolved
P4_direct_ext3_text_drift,63A5A6,scenario_63A56E,unverified,review_translation_and_runtime_by_bundle,……パイロットごと,……콕핏 격실 내부의 메인 생체 주파수 연동 조종사인 세라와 함께,こ……파일럿째로,……파일럿째로,,18E51890F80101,True,18F191FD0BD313,1,,,63A597,こ멈출　방법은　단　하나……,63A5AE,기체를　파괴하는　수밖에　없어！,quarantine,unresolved
P4_direct_ext3_text_drift,63A5BE,scenario_63A56E,unverified,review_translation_and_runtime_by_bundle,君たちにできるかい……？,과연 자네 릭 디아스 빔 포로 수행할 용기가 솟구쳐 오르나……？,こ너희가　할　수　있겠어……？,너희가　할　수　있겠어……？,,18E51851DB010101010101,True,1861F75EF64FF148F1911D,1,,,63A5AE,기체를　파괴하는　수밖에　없어！,63A5CA,세라를　죽이는　걸……！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63A5F8,scenario_63A5EF,unverified,confirm_current_text_then_rehome,ボクは…悪役だからね……,이 아인은 본디 태생부터…… 서글픈 인공 악역 피라미 소체였으니까 말이야……,こ난…　악역이니까……,난…　악역이니까……,,18E51851DE0101010101010101,True,18F2790802E00FE0E9FA8FF191,2,1728,True,63A5EF,후후후후……！,63A611,단념도……개심도　안　해……,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63A6A8,scenario_63A69B,unverified,confirm_current_text_then_rehome,コイツを、止め…ないと……,이 미쳐 날뛰는 세이레네 뇌파 포탑을…… 기필코 내 영혼을 갈아 넣어서라도 수동 차단해야만 해……,こ이걸、　멈춰야…　해……,이걸、　멈춰야…　해……,,18E51851E50101010101010101,True,18F5C21507E0274702F7F8F191,2,1728,True,63A69B,아니、　안　돼……,63A6C1,시、　시그……,quarantine,unresolved
